ID;Market;Survey date;Customer Name;Month;Quarter;NPS;Group;Ano;Ano_txt;Nome do Mês;Body
3011;UK;19/04/2021;Michael Palmer;4;2;1;Detractor;2021;2021;Abril;In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .
3017;UK;27/11/2021;Robert Torres;11;4;4;Detractor;2021;2021;Novembro;The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
3019;UK;23/07/2021;Jacqueline Peterson;7;3;4;Detractor;2021;2021;Julho;$TSLA recall model X https://t.co/b7izYa4BuE
3020;US;05/07/2021;Jeff Monroe;7;3;0;Detractor;2021;2021;Julho;CompaniesMeggitt profits hit by weak energy and military markets
3021;US;28/10/2021;Lori Fernandez;10;4;0;Detractor;2021;2021;Outubro;In this case , the effect would be negative in Finland .
3023;MEX;28/04/2021;Linda Bartlett;4;2;1;Detractor;2021;2021;Abril;Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .
3024;UK;05/01/2021;Keith Brown;1;1;5;Detractor;2021;2021;Janeiro;$SBUX heading for the 200DMA and certain doom if it can not hold there.
3027;MEX;04/07/2021;Nicholas Smith;7;3;3;Detractor;2021;2021;Julho;looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.
3029;UK;21/05/2021;Christopher Blevins;5;2;0;Detractor;2021;2021;Maio;$COST Costco less than stellar day but it held the 50 day moving average
3030;UK;18/05/2021;Tyler Woods;5;2;2;Detractor;2021;2021;Maio;The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .
3031;US;27/09/2021;George Barron;9;3;3;Detractor;2021;2021;Setembro;Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .
3033;UK;17/07/2021;Nicholas Zamora;7;3;5;Detractor;2021;2021;Julho;$AMD big dumping... would not touch it for a while
3037;US;26/05/2021;Sherry Flores;5;2;5;Detractor;2021;2021;Maio;FTSE 100 falls as China devaluation hits Burberry, mining stocks
3038;US;02/01/2021;Troy Payne;1;1;6;Detractor;2021;2021;Janeiro;$NFLX small pos, short 180 wkly puts.
3039;US;22/05/2021;Tracy Owens;5;2;0;Detractor;2021;2021;Maio;Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .
3042;US;28/05/2021;Katrina Garcia;5;2;6;Detractor;2021;2021;Maio;Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .
3045;UK;06/04/2021;Katie Morris;4;2;3;Detractor;2021;2021;Abril;GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults
3048;MEX;24/02/2021;Jennifer Jackson;2;1;6;Detractor;2021;2021;Fevereiro;According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .
3062;UK;02/07/2021;Tamara Weiss;7;3;5;Detractor;2021;2021;Julho;Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .
3067;MEX;01/02/2021;Michael Price;2;1;0;Detractor;2021;2021;Fevereiro;"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!"
3068;UK;24/08/2021;Reginald Jones;8;3;5;Detractor;2021;2021;Agosto;Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .
3071;MEX;22/01/2021;Christopher Guzman;1;1;6;Detractor;2021;2021;Janeiro;Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .
3073;MEX;25/07/2021;Kaylee Thomas;7;3;0;Detractor;2021;2021;Julho;Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .
3080;US;28/01/2021;Matthew Pena;1;1;5;Detractor;2021;2021;Janeiro;ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .
3083;UK;06/10/2021;Andrew Lewis;10;4;0;Detractor;2021;2021;Outubro;Export declined by 6 percent to 16.4 million liters .
3085;US;12/05/2021;Donna Sims;5;2;2;Detractor;2021;2021;Maio;Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
3087;MEX;11/06/2021;Ashlee Odonnell;6;2;3;Detractor;2021;2021;Junho;We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .
3089;UK;30/03/2021;Suzanne Douglas;3;1;5;Detractor;2021;2021;Março;UPDATE 1-Dairy Crest loses a third of Morrisons milk contract
3091;US;17/01/2021;Susan Cooper;1;1;0;Detractor;2021;2021;Janeiro;Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa
3092;US;10/01/2021;Kimberly Wilson;1;1;1;Detractor;2021;2021;Janeiro;End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com
3100;MEX;30/04/2021;Katie Clark;4;2;0;Detractor;2021;2021;Abril;what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO
3103;UK;16/02/2021;Danielle Smith;2;1;5;Detractor;2021;2021;Fevereiro;$AAPL short some 592.49
3106;US;21/01/2021;Stephanie Mclaughlin;1;1;1;Detractor;2021;2021;Janeiro;Lloyds to cut 945 jobs as part of three-year restructuring strategy
3107;MEX;14/04/2021;Sarah Williams;4;2;5;Detractor;2021;2021;Abril;$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing
3117;MEX;30/03/2021;Tracy Cole;3;1;5;Detractor;2021;2021;Março;Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI
3119;US;08/04/2021;William Wood;4;2;0;Detractor;2021;2021;Abril;Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .
3120;UK;01/05/2021;William Brooks;5;2;6;Detractor;2021;2021;Maio;Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .
3125;US;19/11/2021;Ronald Williams;11;4;1;Detractor;2021;2021;Novembro;$FB  rejecting HIGHS shortable...at 109
3128;US;02/11/2021;Cody Martinez;11;4;0;Detractor;2021;2021;Novembro;$COST short finally making gains. I will take half my gains at 147
3129;MEX;08/12/2021;Teresa Lee;12;4;5;Detractor;2021;2021;Dezembro;The situation of coated magazine printing paper will continue to be weak .
3131;MEX;16/08/2021;Sheila Bryan;8;3;2;Detractor;2021;2021;Agosto;Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
3134;UK;30/05/2021;Karen Duffy;5;2;5;Detractor;2021;2021;Maio;Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
3135;US;24/07/2021;Joel Schwartz;7;3;0;Detractor;2021;2021;Julho;$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads
3136;MEX;07/11/2021;Andrea Nunez;11;4;3;Detractor;2021;2021;Novembro;$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday
3137;US;27/01/2021;Timothy Smith;1;1;0;Detractor;2021;2021;Janeiro;The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .
3138;US;07/11/2021;Patricia Roy;11;4;0;Detractor;2021;2021;Novembro;Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .
3147;MEX;15/01/2021;Renee Avila;1;1;3;Detractor;2021;2021;Janeiro;Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .
3152;US;27/02/2021;Greg Ayala;2;1;3;Detractor;2021;2021;Fevereiro;Shell challenges Exxon dominance with 47 billion-pound bid for BG
3155;MEX;31/05/2021;Timothy Blackwell;5;2;1;Detractor;2021;2021;Maio;The reduction notice applied to 17 people .
3157;US;31/03/2021;Miranda Grimes;3;1;1;Detractor;2021;2021;Março;`` Adjustment to the fall in price level , in contrast , has been less effective .
3158;US;10/03/2021;Shannon Williams;3;1;4;Detractor;2021;2021;Março;Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .
3159;US;26/08/2021;Desiree Hart;8;3;1;Detractor;2021;2021;Agosto;Nokia Siemens Networks has struggled to make a profit in the past two years .
3164;US;17/01/2021;Jamie Hardy;1;1;2;Detractor;2021;2021;Janeiro;ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri
3169;UK;31/03/2021;Mr. Zachary Hart;3;1;6;Detractor;2021;2021;Março;The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .
3175;US;01/11/2021;Evan Hood;11;4;1;Detractor;2021;2021;Novembro;Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .
3179;US;12/02/2021;Katherine Ramsey;2;1;0;Detractor;2021;2021;Fevereiro;$RNN More bleeding Monday.
3180;US;26/10/2021;Anthony Reyes;10;4;2;Detractor;2021;2021;Outubro;$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts
3184;UK;24/09/2021;Tammy Alvarez;9;3;2;Detractor;2021;2021;Setembro;Glencore slumps 30 percent as debt fears grow
3185;US;03/07/2021;Michael Mack;7;3;1;Detractor;2021;2021;Julho;Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
3186;US;15/03/2021;Danielle Sullivan;3;1;0;Detractor;2021;2021;Março;Tesco share price tumbles after negative broker note
3187;MEX;26/10/2021;Jason Navarro;10;4;0;Detractor;2021;2021;Outubro;In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .
3188;UK;25/07/2021;Monique Martinez;7;3;2;Detractor;2021;2021;Julho;Shire share price under pressure after $32bn Baxalta deal
3192;UK;01/12/2021;Kelly Lane;12;4;0;Detractor;2021;2021;Dezembro;Operating profit decreased to nearly EUR 1.7 mn , however .
3193;UK;13/05/2021;Shawn Howard;5;2;0;Detractor;2021;2021;Maio;NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
3201;UK;13/06/2021;Grant Martin;6;2;4;Detractor;2021;2021;Junho;Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .
3203;UK;08/11/2021;Robert Matthews;11;4;0;Detractor;2021;2021;Novembro;Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
3204;US;28/09/2021;Charles Reed;9;3;0;Detractor;2021;2021;Setembro;U.K. Stocks Little Changed Near Record as Barclays, Shell Fall
3207;UK;06/02/2021;Angela Lewis;2;1;4;Detractor;2021;2021;Fevereiro;$AMRN Got sell signal 7/1/14 still in force with target below 1.50
3208;MEX;21/11/2021;Bryan Hogan;11;4;1;Detractor;2021;2021;Novembro;In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .
3209;UK;21/06/2021;Donna Santos;6;2;5;Detractor;2021;2021;Junho;Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .
3210;UK;28/09/2021;Andrew Watson;9;3;0;Detractor;2021;2021;Setembro;In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .
3211;UK;14/09/2021;Jean Lozano;9;3;1;Detractor;2021;2021;Setembro;CompaniesKingfisher bid for Mr Bricolage runs into trouble
3213;US;07/11/2021;Kimberly Perry;11;4;2;Detractor;2021;2021;Novembro;$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.
3216;US;13/03/2021;Christine West;3;1;0;Detractor;2021;2021;Março;$MPWR CEO sells 450k april 15th..meh
3218;UK;31/03/2021;Alexandra Atkinson;3;1;2;Detractor;2021;2021;Março;$HLF shorts made a killing last couple days, might make more if cover and buy back?
3219;US;07/07/2021;Brittney Baker;7;3;0;Detractor;2021;2021;Julho;ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .
3231;US;27/09/2021;Megan Montgomery;9;3;5;Detractor;2021;2021;Setembro;In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .
3234;US;22/02/2021;Michael Russell;2;1;0;Detractor;2021;2021;Fevereiro;Sainsbury sales slip again as price pressures take a toll
3236;US;22/11/2021;Joshua Burke;11;4;0;Detractor;2021;2021;Novembro;Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .
3238;MEX;31/01/2021;Julia Quinn;1;1;6;Detractor;2021;2021;Janeiro;Reported operating margin was a negative 5.9 % .
3239;US;23/06/2021;Gail Hull;6;2;0;Detractor;2021;2021;Junho;$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh
3240;UK;16/06/2021;Keith Andrade;6;2;6;Detractor;2021;2021;Junho;$DISH weakness continues again. 49.43 area resistance after last week
3247;UK;20/05/2021;Christopher Ho;5;2;3;Detractor;2021;2021;Maio;$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?
3248;UK;06/10/2021;Kelly Garrett;10;4;0;Detractor;2021;2021;Outubro;$TSLA yeah lets go down to 230s lol
3250;US;22/07/2021;Rachel Stephenson;7;3;0;Detractor;2021;2021;Julho;$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe
3251;UK;17/05/2021;Ruben Thompson;5;2;6;Detractor;2021;2021;Maio;Rio Tinto swings to loss, drops dividend policy
3253;UK;04/06/2021;William West;6;2;3;Detractor;2021;2021;Junho;Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC
3254;MEX;21/01/2021;Albert Chapman;1;1;2;Detractor;2021;2021;Janeiro;Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .
3255;MEX;05/08/2021;Ashley Burton;8;3;1;Detractor;2021;2021;Agosto;L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .
3262;MEX;28/07/2021;Christopher Brown;7;3;0;Detractor;2021;2021;Julho;Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .
3264;US;09/02/2021;Jonathan Patel MD;2;1;0;Detractor;2021;2021;Fevereiro;The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .
3266;MEX;01/07/2021;Jesse Butler;7;3;0;Detractor;2021;2021;Julho;Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .
3267;MEX;07/11/2021;Lindsey Martin;11;4;5;Detractor;2021;2021;Novembro;The dismissed staff members will now take the matter to court unless it can be settled outside .
3270;MEX;28/06/2021;Krystal Rhodes;6;2;5;Detractor;2021;2021;Junho;The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .
3271;US;13/02/2021;Christian Eaton;2;1;3;Detractor;2021;2021;Fevereiro;Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .
3276;US;03/10/2021;Tyler Nguyen;10;4;3;Detractor;2021;2021;Outubro;`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .
3279;UK;29/09/2021;Leslie Fletcher;9;3;3;Detractor;2021;2021;Setembro;Homebuilders - $RYL breaking below support, watch this one.  $SPY
3281;US;06/03/2021;Jennifer Kelly;3;1;3;Detractor;2021;2021;Março;$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.
3283;US;06/01/2021;Nicholas Farmer;1;1;6;Detractor;2021;2021;Janeiro;In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .
3286;MEX;11/02/2021;James Olson;2;1;5;Detractor;2021;2021;Fevereiro;Barclays share price subdued as bank faces fresh forex probe
3287;MEX;29/07/2021;Stephanie Hoffman;7;3;5;Detractor;2021;2021;Julho;Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .
3288;UK;10/09/2021;Patrick Peters;9;3;0;Detractor;2021;2021;Setembro;Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX
3291;MEX;17/11/2021;Michael Bowen;11;4;5;Detractor;2021;2021;Novembro;Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .
3292;UK;15/06/2021;Sara Mitchell;6;2;0;Detractor;2021;2021;Junho;Deutsche Bank cuts $SBUX
3295;UK;08/07/2021;Mark Castillo;7;3;4;Detractor;2021;2021;Julho;$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.
3296;US;12/09/2021;Lee Kelly;9;3;0;Detractor;2021;2021;Setembro;`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .
3300;US;22/06/2021;Kirk Harris;6;2;0;Detractor;2021;2021;Junho;3rd red day in a row ? $TSLA
3306;US;23/01/2021;Angela Beard;1;1;1;Detractor;2021;2021;Janeiro;According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .
3308;MEX;21/08/2021;Lauren Knight;8;3;5;Detractor;2021;2021;Agosto;According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .
3309;US;05/04/2021;Nicole Cooley;4;2;1;Detractor;2021;2021;Abril;UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber
3311;MEX;17/02/2021;Amy Lee;2;1;4;Detractor;2021;2021;Fevereiro;$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved
3320;US;27/11/2021;Charles Butler;11;4;0;Detractor;2021;2021;Novembro;At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .
3321;MEX;01/11/2021;James Shaw;11;4;0;Detractor;2021;2021;Novembro;S&P downgrades Barclays and RBS on government bailout fears
3323;US;25/01/2021;Loretta Evans;1;1;0;Detractor;2021;2021;Janeiro;Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE
3324;UK;20/02/2021;Dr. Stephanie Green PhD;2;1;0;Detractor;2021;2021;Fevereiro;$TSLA weakest in todays DT watchlist
3328;MEX;12/11/2021;Sarah Simpson;11;4;4;Detractor;2021;2021;Novembro;Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS
3330;US;21/04/2021;Susan Anderson;4;2;0;Detractor;2021;2021;Abril;YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .
3331;UK;16/08/2021;Lauren Snyder;8;3;5;Detractor;2021;2021;Agosto;$UVXY Put the chum out there at key support then next level down - careful
3339;MEX;17/05/2021;Jessica White;5;2;0;Detractor;2021;2021;Maio;Tesco, Asda sales fall as march of the discounters continues: Kantar
3341;UK;29/10/2021;Kiara Murray;10;4;2;Detractor;2021;2021;Outubro;Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .
3344;US;31/10/2021;Brooke Miller;10;4;0;Detractor;2021;2021;Outubro;In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .
3346;US;19/05/2021;Carol Carlson;5;2;2;Detractor;2021;2021;Maio;The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .
3347;US;17/11/2021;Brittany Reynolds;11;4;5;Detractor;2021;2021;Novembro;Meggitt share price tumbles as profit falls in 'challenging year'
3348;MEX;18/11/2021;Edward Barnes;11;4;4;Detractor;2021;2021;Novembro;Berkshire discloses unit's ties to Iran, opens probe
3350;UK;13/12/2021;Victoria Strong;12;4;0;Detractor;2021;2021;Dezembro;In the Baltic countries , sales fell by 42.6 % .
3352;MEX;27/04/2021;Antonio Gutierrez;4;2;1;Detractor;2021;2021;Abril;$GRPN might be selling off ahead of $P earnings...
3353;US;13/02/2021;Paul Meyers;2;1;0;Detractor;2021;2021;Fevereiro;$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8
3355;MEX;09/08/2021;Melissa Fleming;8;3;0;Detractor;2021;2021;Agosto;However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .
3360;US;22/07/2021;Debra Johnson;7;3;6;Detractor;2021;2021;Julho;Aviva Fined $27 Million by U.K. Regulator Over Fee Failings
3361;MEX;26/08/2021;Patrick Hernandez MD;8;3;0;Detractor;2021;2021;Agosto;Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .
3363;UK;02/05/2021;Ashlee Matthews;5;2;6;Detractor;2021;2021;Maio;Incap Furniture is presently negotiating staff cuts .
3365;US;08/01/2021;Brittany Bean;1;1;1;Detractor;2021;2021;Janeiro;Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .
3376;US;08/07/2021;Andrew Williams;7;3;0;Detractor;2021;2021;Julho;Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .
3380;MEX;13/09/2021;Jennifer Walker;9;3;0;Detractor;2021;2021;Setembro;US dollar wipes out sales gains for SABMiller
3381;UK;07/01/2021;Mary Cox;1;1;3;Detractor;2021;2021;Janeiro;$WX Decent pull back . .
3382;MEX;02/12/2021;Darren Stevens;12;4;0;Detractor;2021;2021;Dezembro;The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .
3386;US;24/07/2021;Nicholas Weber;7;3;5;Detractor;2021;2021;Julho;$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.
3389;MEX;28/01/2021;Jordan Medina;1;1;2;Detractor;2021;2021;Janeiro;78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ
3390;MEX;26/06/2021;Jennifer Hoffman;6;2;0;Detractor;2021;2021;Junho;Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .
3392;US;26/03/2021;Christine Moore;3;1;5;Detractor;2021;2021;Março;Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .
3394;US;01/08/2021;Benjamin Foster;8;3;0;Detractor;2021;2021;Agosto;Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .
3395;MEX;23/12/2021;Heather Gordon;12;4;3;Detractor;2021;2021;Dezembro;$FB & $TSLA cracking lower early. $short #correction #stocks
3396;US;24/06/2021;Jeffrey Chang;6;2;0;Detractor;2021;2021;Junho;Finnish media group Talentum has issued a profit warning .
3399;US;02/03/2021;Thomas Beck;3;1;6;Detractor;2021;2021;Março;FTSE 100 drops 2.5 pct on Glencore, metals price fears
3400;US;11/02/2021;Melissa Rivera;2;1;0;Detractor;2021;2021;Fevereiro;$SBUX getting sold here.
3402;UK;27/07/2021;David Petty;7;3;5;Detractor;2021;2021;Julho;Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
3409;MEX;04/10/2021;Caleb Haynes;10;4;1;Detractor;2021;2021;Outubro;Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy
3410;MEX;26/08/2021;Eric Foster;8;3;4;Detractor;2021;2021;Agosto;Net sales dropped by 6 % year-on-year to EUR 11.9 million .
3415;MEX;03/11/2021;Sean Johnson;11;4;0;Detractor;2021;2021;Novembro;Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .
3416;US;01/04/2021;Kelly Wilson;4;2;3;Detractor;2021;2021;Abril;$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.
3417;UK;20/08/2021;Toni Kirk;8;3;4;Detractor;2021;2021;Agosto;Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
3421;US;10/12/2021;Kellie Taylor;12;4;6;Detractor;2021;2021;Dezembro;Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .
3422;US;19/05/2021;Terry Hall;5;2;3;Detractor;2021;2021;Maio;Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...
3424;UK;13/09/2021;Mr. Richard Hoover;9;3;0;Detractor;2021;2021;Setembro;Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .
3425;US;25/11/2021;Zachary Perkins;11;4;0;Detractor;2021;2021;Novembro;Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .
3429;MEX;10/06/2021;Debra Rodriguez;6;2;6;Detractor;2021;2021;Junho;All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .
3435;US;23/11/2021;Aaron Good;11;4;1;Detractor;2021;2021;Novembro;$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%
3441;UK;05/06/2021;Dennis Sweeney Jr.;6;2;6;Detractor;2021;2021;Junho;Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .
3445;US;19/06/2021;Bradley Wilson;6;2;6;Detractor;2021;2021;Junho;Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .
3451;MEX;05/09/2021;Alexander Walls;9;3;5;Detractor;2021;2021;Setembro;It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .
3457;UK;21/10/2021;Catherine Guerrero;10;4;0;Detractor;2021;2021;Outubro;25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .
3459;US;01/01/2021;Lindsey Ho;1;1;3;Detractor;2021;2021;Janeiro;FTSE falls to 3-month low on Greek debt concerns, easyJet skids
3460;US;03/09/2021;Jorge Roach;9;3;6;Detractor;2021;2021;Setembro;Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .
3463;MEX;08/12/2021;Jenny Brown;12;4;0;Detractor;2021;2021;Dezembro;Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .
